App,Category,Rating,Reviews,Size_MB,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Revenue,Description,Sentiment_Subjectivity
Nick,FAMILY,4.2,123322,25,10000000,Free,0,Everyone 10+,Entertainment;Music & Video,24-01-18,2.0.8,4.4,0,Nick,0
Thomas & Friends: Race On!,FAMILY,4.1,29319,26,5000000,Free,0,Everyone,Casual;Action & Adventure,18-05-18,2.4,4.4,0,Thomas & Friends: Race On!,0
Mad Libs,FAMILY,4,8126,61,1000000,Free,0,Everyone,Entertainment;Brain Games,31-07-18,1.1.1,6,0,Mad Libs,1
Inside Out Thought Bubbles,FAMILY,4.4,623398,58,10000000,Free,0,Everyone,Puzzle;Brain Games,31-08-17,1.22.0,4,0,Inside Out Thought Bubbles,0
ABCmouse.com,FAMILY,4.3,50887,91,5000000,Free,0,Everyone,Education;Education,03-07-18,7.2.0,4.4,0,ABCmouse.com,0
My Little Pony Celebration,FAMILY,4.3,63160,17,1000000,Free,0,Everyone,Simulation;Pretend Play,22-07-16,1.0.0,2.3,0,My Little Pony Celebration,0.5
Sago Mini Friends,FAMILY,4.4,13155,83,1000000,Free,0,Everyone,Education;Pretend Play,16-06-16,1.3,4,0,Sago Mini Friends,0
Thomas & Friends: Delivery,FAMILY,4.2,28737,17,1000000,Free,0,Everyone,Casual;Action & Adventure,05-02-16,1,2.3,0,Thomas & Friends: Delivery,0
Nasty Goats,FAMILY,4.3,45579,64,1000000,Free,0,Everyone,Arcade;Action & Adventure,14-04-16,1.1.0,4,0,Nasty Goats,1
Starfall Free & Member,FAMILY,4.2,19720,41,1000000,Free,0,Everyone,Education;Education,07-11-17,1.35.23,4,0,Starfall Free & Member,0.8
Animal Jam - Play Wild!,FAMILY,4.6,361970,58,5000000,Free,0,Everyone,Casual;Pretend Play,02-08-18,28.0.14,4.1,0,Animal Jam - Play Wild!,0.4
Video Editor,FAMILY,4.1,159619,23,5000000,Free,0,Everyone,Video Players & Editors;Creativity,17-07-18,6.14.091,4.3,0,Video Editor,0
Real Racing 3,FAMILY,4.5,354384,71,10000000,Free,0,Everyone,Racing;Action & Adventure,02-07-18,6.4.0,4.1,0,Real Racing 3,0.3
Card Wars - Adventure Time,FAMILY,4.3,129603,23,1000000,Paid,2.99,Everyone 10+,Card;Action & Adventure,11-02-16,1.11.0,2.3,2990000,Card Wars - Adventure Time,0
Monash Uni Low FODMAP Diet,MEDICAL,4.2,1135,12,100000,Paid,9,Everyone,Medical,16-07-18,2.0.7,4,900000,Monash Uni Low FODMAP Diet,0.3
iBP Blood Pressure,MEDICAL,4.4,578,0.6875,10000,Paid,0.99,Everyone,Medical,30-11-14,7.0.1,2.2,9900,iBP Blood Pressure,0
Pedi STAT,MEDICAL,4.6,129,2.9,10000,Paid,5.49,Everyone,Medical,06-04-18,3.0.1.0,4.1,54900,Pedi STAT,0
ASCCP Mobile,MEDICAL,4.5,63,25,10000,Paid,9.99,Everyone,Medical,03-10-16,2.1.1,2.2,99900,ASCCP Mobile,0
Paramedic Protocol Provider,MEDICAL,4.5,171,20,10000,Paid,10,Everyone 10+,Medical,21-09-17,1.8.3,4.1,100000,Paramedic Protocol Provider,0
MommyMeds,MEDICAL,3.2,45,21,5000,Paid,3.99,Everyone,Medical,15-11-17,2.0.1,6,19950,MommyMeds,0
Medical ID - In Case of Emergency (ICE),MEDICAL,4.6,717,5.4,5000,Paid,5.99,Everyone,Medical,31-05-18,6.5.0,5,29950,Medical ID - In Case of Emergency (ICE),0
Human Anatomy Atlas 2018: Complete 3D Human Body,MEDICAL,4.5,2921,25,100000,Paid,24.99,Everyone,Medical,25-05-18,2018.5.47,5,2499000,Human Anatomy Atlas 2018: Complete 3D Human Body,0.2
Essential Anatomy 3,MEDICAL,4.1,1533,42,50000,Paid,11.99,Mature 17+,Medical,07-08-14,1.1.3,4,599500,Essential Anatomy 3,0.3
Vargo Anesthesia Mega App,MEDICAL,4.6,92,32,1000,Paid,79.99,Everyone,Medical,18-06-18,19,4,79990,Vargo Anesthesia Mega App,0
EMT Review Plus,MEDICAL,4.5,199,1.8,10000,Paid,11.99,Everyone,Medical,27-06-18,3.0.5,4.4,119900,EMT Review Plus,0
Muscle Trigger Point Anatomy,MEDICAL,4.4,1361,33,50000,Paid,2.99,Everyone,Medical,17-07-18,2.4.4,4,149500,Muscle Trigger Point Anatomy,0
2017 EMRA Antibiotic Guide,MEDICAL,4.4,12,3.8,1000,Paid,16.99,Everyone,Medical,27-01-17,1.0.5,4,16990,2017 EMRA Antibiotic Guide,0
ASRA Coags,MEDICAL,4.4,15,5.8,1000,Paid,3.99,Everyone,Medical,01-08-18,2.1,4.1,3990,ASRA Coags,0
IBM Micromedex Drug Info,MEDICAL,3.8,206,9.5,10000,Paid,2.99,Everyone,Medical,25-04-18,1.17.0,4,29900,IBM Micromedex Drug Info,0
Diabetes & Diet Tracker,MEDICAL,4.6,395,19,1000,Paid,9.99,Everyone,Medical,16-07-18,6.5.1,5,9990,Diabetes & Diet Tracker,0
Block Buddy,MEDICAL,4,15,5,1000,Paid,14.99,Everyone,Medical,01-08-18,7.6.14,4,14990,Block Buddy,0
Super Hearing Secret Voices Recorder PRO,MEDICAL,5,3,23,100,Paid,2.99,Everyone,Medical,20-04-18,1,4.1,299,Super Hearing Secret Voices Recorder PRO,0.683333333
EMT Study - NREMT Test Prep,MEDICAL,4.3,35,0.841796875,5000,Paid,3.99,Everyone,Medical,03-12-14,1.1,4,19950,EMT Study - NREMT Test Prep,0
Calcium Pro,MEDICAL,3.4,77,9.9,5000,Paid,2.99,Everyone,Medical,18-04-17,1.6.2,4,14950,Calcium Pro,0
EMT PASS,MEDICAL,3.4,51,2.4,1000,Paid,29.99,Everyone,Medical,22-10-14,2.0.2,4,29990,EMT PASS,0
Pocket Lab Values,MEDICAL,4.3,214,0.877929688,10000,Paid,2.99,Everyone,Medical,22-11-12,2.5,2.1,29900,Pocket Lab Values,0
Medical terms (OFFLINE),MEDICAL,4.4,104,38,1000,Paid,2.99,Teen,Medical,24-05-18,3.2.0,4.1,2990,Medical terms (OFFLINE),0
"Cardiac diagnosis (heart rate, arrhythmia)",MEDICAL,4.4,8,6.5,100,Paid,12.99,Everyone,Medical,25-07-18,7,3,1299,"Cardiac diagnosis (heart rate, arrhythmia)",0
ERres- Emergency Medicine,MEDICAL,4.2,45,14,1000,Paid,4.99,Everyone,Medical,18-08-15,6,4,4990,ERres- Emergency Medicine,0
FHR 5-Tier 2.0,MEDICAL,5,2,1.2,500,Paid,2.99,Everyone,Medical,16-12-15,1,4,1495,FHR 5-Tier 2.0,0
AnatomyMapp,MEDICAL,4.1,80,48,5000,Paid,14.99,Everyone,Medical,05-11-13,1,3,74950,AnatomyMapp,0
OptoDrum,MEDICAL,3.9,10,0.369140625,1000,Paid,5.99,Everyone,Medical,26-05-15,1,3,5990,OptoDrum,0
"Migraine, Headache Diary HeadApp Pro",MEDICAL,4.6,156,22,500,Paid,3.49,Everyone,Medical,14-03-18,1.10.0.user.pro.release,4.4,1745,"Migraine, Headache Diary HeadApp Pro",0
Blood Pressure Companion,MEDICAL,4.2,178,4.8,1000,Paid,0.99,Everyone,Medical,22-07-18,4.1.5 (Steglitz),4.1,990,Blood Pressure Companion,0
"Muscle Premium - Human Anatomy, Kinesiology, Bones",MEDICAL,4.2,168,25,10000,Paid,24.99,Everyone,Medical,11-08-17,7.1.17,4.4,249900,"Muscle Premium - Human Anatomy, Kinesiology, Bones",0.1
CCHT PREP,MEDICAL,3.6,25,0.259765625,1000,Paid,10.99,Everyone,Medical,08-12-16,1.2,2.1,10990,CCHT PREP,0
Paramedic Meds,MEDICAL,4.5,163,0.366210938,10000,Paid,1.99,Everyone,Medical,03-08-15,3.4.3,1.6,19900,Paramedic Meds,0
OmniMedix Medical Calculator,MEDICAL,4.7,25,1.2,1000,Paid,4.99,Everyone,Medical,11-06-16,3.1.6,3,4990,OmniMedix Medical Calculator,0
Lab Values + Medical Reference,MEDICAL,4.5,133,2.8,10000,Paid,2.99,Everyone,Medical,02-08-14,3,2.3,29900,Lab Values + Medical Reference,0
Recognise Foot,MEDICAL,4.2,9,95,1000,Paid,7.49,Everyone,Medical,14-09-17,1.0.3,4.1,7490,Recognise Foot,0
Anti Mosquito simulation,MEDICAL,4.2,74,2.6,1000,Paid,1.5,Everyone,Medical,06-09-14,1,2.3,1500,Anti Mosquito simulation,0
Pain Tracker & Diary,MEDICAL,4.3,3,4.6,100,Paid,2.99,Everyone,Medical,02-01-18,1.5,4.1,299,Pain Tracker & Diary,0
Whist - Tinnitus Relief,MEDICAL,4.1,12,5.1,1000,Paid,1.99,Everyone,Medical,02-03-17,1.2,4.1,1990,Whist - Tinnitus Relief,0
Critical Care Paramedic Review,MEDICAL,4.4,17,1.8,1000,Paid,9.99,Everyone 10+,Medical,14-05-18,2.0.5,4.4,9990,Critical Care Paramedic Review,0.8
"End Anxiety Pro - Stress, Panic Attack Help",MEDICAL,4.2,33,53,1000,Paid,3.99,Everyone,Medical,08-05-18,2.29,4.2,3990,"End Anxiety Pro - Stress, Panic Attack Help",0
Acupuncture Assistant,MEDICAL,4.5,492,39,10000,Paid,7.99,Everyone,Medical,13-04-18,4.4.5,4.1,79900,Acupuncture Assistant,0
InfantRisk Center HCP,MEDICAL,2.6,41,14,1000,Paid,9.99,Everyone,Medical,06-05-15,1.3.4,2.3,9990,InfantRisk Center HCP,0.1
EMT Tutor NREMT-B Study Guide,MEDICAL,4.6,625,8.4,10000,Paid,3.99,Everyone,Medical,08-01-17,2.1,2.1,39900,EMT Tutor NREMT-B Study Guide,0
Hospitalist Handbook,MEDICAL,4.8,12,18,1000,Paid,19.99,Everyone,Medical,05-06-17,6.0.4,4.1,19990,Hospitalist Handbook,0
PTA Content Master,MEDICAL,4.2,64,41,1000,Paid,29.99,Everyone,Medical,22-12-15,2.1,2.2,29990,PTA Content Master,0
Navi Radiography Pro,MEDICAL,4.7,11,100,500,Paid,15.99,Everyone,Medical,14-01-18,1.2.0,4,7995,Navi Radiography Pro,0
Nursing Care Plan NANDA Tables,MEDICAL,3,4,3.4,500,Paid,0.99,Everyone,Medical,09-05-17,1,2.3,495,Nursing Care Plan NANDA Tables,0
A Manual of Acupuncture,MEDICAL,3.5,214,68,1000,Paid,33.99,Everyone,Medical,02-10-17,2.1.35,4,33990,A Manual of Acupuncture,0
palmPEDi: Pediatric Tape,MEDICAL,4.6,66,2.6,5000,Paid,0.99,Everyone,Medical,02-12-13,4.1,3.2,4950,palmPEDi: Pediatric Tape,0
GoodRx Drug Prices and Coupons,MEDICAL,4.8,59158,11,1000000,Free,0,Everyone,Medical,26-07-18,5.4.8,4.1,0,GoodRx Drug Prices and Coupons,0
FollowMyHealth®,MEDICAL,4.6,73118,37,1000000,Free,0,Everyone,Medical,10-05-18,3.3,4.4,0,FollowMyHealth®,0
Ovia Pregnancy Tracker & Baby Countdown Calendar,MEDICAL,4.8,102858,9.8,1000000,Free,0,Everyone,Medical,03-08-18,2.2.4,4.3,0,Ovia Pregnancy Tracker & Baby Countdown Calendar,0
Teladoc Member,MEDICAL,4,2094,23,500000,Free,0,Everyone,Medical,26-07-18,3.19,4.3,0,Teladoc Member,0
myAir™ for Air10™ by ResMed,MEDICAL,3.7,236,18,50000,Free,0,Everyone,Medical,25-07-18,1.1.0.0.1487,5,0,myAir™ for Air10™ by ResMed,0
Blood Pressure,MEDICAL,4.2,33033,7.4,5000000,Free,0,Everyone,Medical,24-07-18,3.27.3,4.1,0,Blood Pressure,0
Pregnancy Week By Week,MEDICAL,4.8,78825,11,1000000,Free,0,Everyone,Medical,02-08-18,1.2.16,4.1,0,Pregnancy Week By Week,0
BioLife Plasma Services,MEDICAL,3.5,250,23,100000,Free,0,Everyone,Medical,09-07-18,1.2.0,4.4,0,BioLife Plasma Services,0
OneTouch Reveal,MEDICAL,3.9,6266,34,500000,Free,0,Everyone,Medical,22-05-18,3.5,5.1,0,OneTouch Reveal,0
To,MEDICAL,4.2,22,15,10000,Free,0,Everyone,Medical,30-05-18,Varies with device,,0,To,0
Ovia Fertility Tracker & Ovulation Calculator,MEDICAL,4.8,53743,13,1000000,Free,0,Everyone,Medical,27-07-18,Varies with device,4.3,0,Ovia Fertility Tracker & Ovulation Calculator,0
Anthem Anywhere,MEDICAL,2.7,2657,24,500000,Free,0,Everyone,Medical,27-07-18,8.0.226,4.4,0,Anthem Anywhere,0
Blood Donor,MEDICAL,4.2,4476,20,500000,Free,0,Everyone,Medical,31-07-18,1.6.2,4.1,0,Blood Donor,0
My Calendar - Period Tracker,MEDICAL,4.7,156410,14,5000000,Free,0,Everyone,Medical,03-08-18,5.9.6,4.1,0,My Calendar - Period Tracker,0
Youper - AI Therapy,MEDICAL,4.6,2006,69,50000,Free,0,Everyone,Medical,03-08-18,6.02.000,6,0,Youper - AI Therapy,0
Zocdoc: Find Doctors & Book Appointments,MEDICAL,4.5,6099,38,500000,Free,0,Everyone,Medical,31-07-18,3.18.2,4.3,0,Zocdoc: Find Doctors & Book Appointments,0
1800 Contacts - Lens Store,MEDICAL,4.7,23160,26,1000000,Free,0,Everyone,Medical,27-07-18,7.4.1,5,0,1800 Contacts - Lens Store,0
Blood Pressure Log - MyDiary,MEDICAL,4.7,8348,2.6,500000,Free,0,Everyone,Medical,13-04-18,1.4.6,4,0,Blood Pressure Log - MyDiary,0
PulsePoint Respond,MEDICAL,4.5,7837,21,100000,Free,0,Everyone,Medical,31-07-18,2.4,4.1,0,PulsePoint Respond,0
Ovia Parenting & Baby Development Tracker,MEDICAL,4.7,6185,38,100000,Free,0,Everyone,Medical,03-08-18,1.2.0,4.3,0,Ovia Parenting & Baby Development Tracker,0
MyQuest for Patients,MEDICAL,4,3803,16,100000,Free,0,Everyone,Medical,13-03-18,2.17,4,0,MyQuest for Patients,0
OptumRx,MEDICAL,3.4,1838,21,100000,Free,0,Everyone,Medical,02-07-18,2.11.0,4,0,OptumRx,0
CVS Caremark,MEDICAL,3.5,3707,10,500000,Free,0,Everyone,Medical,28-07-18,4.36,4.4,0,CVS Caremark,0
fred's Pharmacy,MEDICAL,3,315,22,100000,Free,0,Everyone,Medical,10-10-17,1.0.02,4,0,fred's Pharmacy,0
Ada - Your Health Guide,MEDICAL,4.7,87418,14,1000000,Free,0,Everyone,Medical,16-07-18,2.25.0,4.4,0,Ada - Your Health Guide,0
mySugr: the blood sugar tracker made just for you,MEDICAL,4.6,21189,36,1000000,Free,0,Everyone,Medical,06-08-18,3.52.1,5,0,mySugr: the blood sugar tracker made just for you,0
ClearCareGo Caregiver,MEDICAL,4.2,1746,16,50000,Free,0,Everyone,Medical,25-07-18,2.1.3,4.1,0,ClearCareGo Caregiver,0
Pregnancy Calculator and Tracker app,MEDICAL,4.8,69126,61,1000000,Free,0,Everyone,Medical,01-06-18,2.6.1,4.1,0,Pregnancy Calculator and Tracker app,0
All Mental disorders,MEDICAL,4.5,453,11,100000,Free,0,Everyone,Medical,07-07-17,1.1,4,0,All Mental disorders,0.2
DreamMapper,MEDICAL,4.2,10710,8.5,100000,Free,0,Everyone,Medical,03-07-18,2.15,5,0,DreamMapper,0
ScriptSave WellRx Rx Discounts,MEDICAL,3.8,700,37,100000,Free,0,Everyone,Medical,21-06-18,3.3.0,4.4,0,ScriptSave WellRx Rx Discounts,0
MoodSpace,MEDICAL,4.5,503,22,50000,Free,0,Everyone,Medical,10-06-18,3.2.4,5,0,MoodSpace,0
Pill Identifier and Drug list,MEDICAL,4,488,17,100000,Free,0,Everyone,Medical,01-08-18,3.8,4.1,0,Pill Identifier and Drug list,0
HealtheLife,MEDICAL,3.6,190,7.7,100000,Free,0,Everyone,Medical,02-01-18,2.4.0,4.4,0,HealtheLife,0
SonicCloud: Hearing App,MEDICAL,4.4,15,39,1000,Free,0,Everyone,Medical,19-07-18,1.16.0,4.1,0,SonicCloud: Hearing App,0
Migraine Buddy - The Migraine and Headache tracker,MEDICAL,4.7,26862,30,500000,Free,0,Everyone,Medical,25-06-18,25.3.1,4,0,Migraine Buddy - The Migraine and Headache tracker,0
Period Tracker,MEDICAL,4.9,100082,3.7,1000000,Free,0,Everyone,Medical,09-07-18,1.2.2,4.1,0,Period Tracker,0
LabCorp | Patient,MEDICAL,3.6,27,28,10000,Free,0,Everyone,Medical,19-04-18,1.0.0,4.1,0,LabCorp | Patient,0
Anatomy Learning - 3D Atlas,MEDICAL,4.5,72167,16,1000000,Free,0,Everyone,Medical,18-07-18,2,4.1,0,Anatomy Learning - 3D Atlas,0
Super Hearing Super Ear Amplifier,MEDICAL,4.1,21,20,1000,Free,0,Everyone,Medical,11-06-18,1.1,4.1,0,Super Hearing Super Ear Amplifier,0.666666667
Moodpath - Depression & Anxiety Test,MEDICAL,4.6,6035,8.9,100000,Free,0,Everyone,Medical,05-07-18,1.2.0,4.4,0,Moodpath - Depression & Anxiety Test,0
Teach Me Anatomy,MEDICAL,4.7,9945,97,500000,Free,0,Everyone,Medical,05-07-18,5.11,4.1,0,Teach Me Anatomy,0
Baritastic - Bariatric Tracker,MEDICAL,4.7,4318,12,100000,Free,0,Everyone,Medical,26-07-18,1.3.185,4.1,0,Baritastic - Bariatric Tracker,0
Brilliant Distinctions®,MEDICAL,2.8,78,72,50000,Free,0,Everyone,Medical,27-06-18,2.2.12,4.4,0,Brilliant Distinctions®,1
98point6,MEDICAL,4.6,47,21,10000,Free,0,Everyone,Medical,02-08-18,1.7.1 (946),5,0,98point6,0
MDLIVE: Talk to a Doctor 24/7,MEDICAL,3.4,650,27,100000,Free,0,Everyone,Medical,23-07-18,4.23.0,4.4,0,MDLIVE: Talk to a Doctor 24/7,0
Super Ear,MEDICAL,4,3498,6.6,100000,Free,0,Everyone,Medical,01-05-18,1.7.2,4,0,Super Ear,0.666666667
VitusVet: Pet Health Care App,MEDICAL,4.8,3052,12,100000,Free,0,Everyone,Medical,31-07-18,3.8.0,4.1,0,VitusVet: Pet Health Care App,0
Banfield Pet Health Tracker,MEDICAL,4.2,1747,5.9,100000,Free,0,Everyone,Medical,17-10-16,1.2.2,4,0,Banfield Pet Health Tracker,0
Dexcom G6,MEDICAL,3,45,20,5000,Free,0,Everyone,Medical,16-07-18,1.2.3.2,6,0,Dexcom G6,0
Nurse Grid,MEDICAL,4.5,1686,15,100000,Free,0,Everyone,Medical,30-07-18,2.9,4.4,0,Nurse Grid,0
Castlight Mobile,MEDICAL,3.7,529,26,100000,Free,0,Everyone,Medical,30-07-18,4.4.7,5,0,Castlight Mobile,0
Sanford Guide:Antimicrobial Rx,MEDICAL,4.5,1388,3.3,100000,Free,0,Everyone,Medical,03-07-18,2.1.11,4.1,0,Sanford Guide:Antimicrobial Rx,0
Davis's Drug Guide for Nurses,MEDICAL,4.5,572,44,50000,Free,0,Everyone,Medical,13-07-18,4.3.2.315,4.4,0,Davis's Drug Guide for Nurses,0
Vargo Anesthesia Mega App,MEDICAL,4.6,92,32,1000,Paid,79.99,Everyone,Medical,18-06-18,19,4,79990,Vargo Anesthesia Mega App,0
Monash Uni Low FODMAP Diet,MEDICAL,4.2,1135,12,100000,Paid,9,Everyone,Medical,16-07-18,2.0.7,4,900000,Monash Uni Low FODMAP Diet,0.3
mySugr: the blood sugar tracker made just for you,MEDICAL,4.6,21189,36,1000000,Free,0,Everyone,Medical,06-08-18,3.52.1,5,0,mySugr: the blood sugar tracker made just for you,0
live Point,MEDICAL,3.6,54,17,5000,Free,0,Mature 17+,Medical,03-07-18,2.6.5,4.1,0,live Point,0.5
Tarascon Pharmacopoeia,MEDICAL,4.4,275,5.8,10000,Free,0,Everyone 10+,Medical,16-03-18,3.16.4.1669,4.4,0,Tarascon Pharmacopoeia,0
Official NBSTSA CST Exam Prep,MEDICAL,4.4,2159,11,10000,Free,0,Everyone,Medical,17-05-18,4.5.1,4.4,0,Official NBSTSA CST Exam Prep,0
EMT-B Pocket Prep,MEDICAL,4.5,2951,16,50000,Free,0,Everyone,Medical,11-07-18,4.5.2,4.4,0,EMT-B Pocket Prep,0
Human Anatomy Atlas 2018: Complete 3D Human Body,MEDICAL,4.5,2921,25,100000,Paid,24.99,Everyone,Medical,25-05-18,2018.5.47,5,2499000,Human Anatomy Atlas 2018: Complete 3D Human Body,0.2
5-Minute Clinical Consult,MEDICAL,4.1,84,6.1,10000,Free,0,Everyone,Medical,11-12-17,2.7.36,4.1,0,5-Minute Clinical Consult,0
"Pzizz - Sleep, Nap, Focus",MEDICAL,4.3,5521,22,100000,Free,0,Everyone,Medical,01-07-18,4.9.6,4.1,0,"Pzizz - Sleep, Nap, Focus",0
HESI A2 Pocket Prep,MEDICAL,4.3,2108,28,50000,Free,0,Everyone,Medical,02-05-18,4.5.1,4.4,0,HESI A2 Pocket Prep,0
Johns Hopkins Guides ABX...,MEDICAL,4.7,73,6.3,10000,Free,0,Everyone,Medical,08-12-17,2.7.36,4.1,0,Johns Hopkins Guides ABX...,0
ASCCP Mobile,MEDICAL,4.5,63,25,10000,Paid,9.99,Everyone,Medical,03-10-16,2.1.1,2.2,99900,ASCCP Mobile,0
FP Notebook,MEDICAL,4.5,408,60,50000,Free,0,Everyone,Medical,24-03-18,2.1.0.372,4.4,0,FP Notebook,0
Paramedic Protocol Provider,MEDICAL,4.5,171,20,10000,Paid,10,Everyone 10+,Medical,21-09-17,1.8.3,4.1,100000,Paramedic Protocol Provider,0
5 Minute Clinical Consult 2019 - #1 for 25 years,MEDICAL,4.2,33,8,10000,Free,0,Everyone,Medical,02-05-18,2.6.2,4.2,0,5 Minute Clinical Consult 2019 - #1 for 25 years,0
Open Sesame - Touch Free Control,MEDICAL,4.4,197,20,10000,Free,0,Everyone,Medical,02-08-18,3.5.7,7,0,Open Sesame - Touch Free Control,0.65
Davis's Drug Guide,MEDICAL,3.9,272,6.4,50000,Free,0,Everyone,Medical,11-12-17,2.7.36,4.1,0,Davis's Drug Guide,0
Deep Sleep and Relax Hypnosis,MEDICAL,4.2,4852,34,100000,Free,0,Everyone,Medical,22-10-13,1.3,2.2,0,Deep Sleep and Relax Hypnosis,0.4
2017 EMRA Antibiotic Guide,MEDICAL,4.4,12,3.8,1000,Paid,16.99,Everyone,Medical,27-01-17,1.0.5,4,16990,2017 EMRA Antibiotic Guide,0
Essential Anatomy 3,MEDICAL,4.1,1533,42,50000,Paid,11.99,Mature 17+,Medical,07-08-14,1.1.3,4,599500,Essential Anatomy 3,0.3
EMT PASS,MEDICAL,3.4,51,2.4,1000,Paid,29.99,Everyone,Medical,22-10-14,2.0.2,4,29990,EMT PASS,0
Christella VoiceUp,MEDICAL,4.1,38,70,5000,Free,0,Everyone,Medical,12-07-18,2.1.4,4.1,0,Christella VoiceUp,0
Block Buddy,MEDICAL,4,15,5,1000,Paid,14.99,Everyone,Medical,01-08-18,7.6.14,4,14990,Block Buddy,0
Complete Anatomy for Android,MEDICAL,4.1,90,21,1000,Free,0,Everyone,Medical,11-07-18,1.0.0,7,0,Complete Anatomy for Android,0.4
GlassesOff,MEDICAL,3.5,1288,38,100000,Free,0,Everyone,Medical,10-07-18,1.0.0.10,3,0,GlassesOff,0
e-Anatomy,MEDICAL,4,1545,74,100000,Free,0,Everyone,Medical,30-07-18,4.8.2,4,0,e-Anatomy,0
EMT Review Plus,MEDICAL,4.5,199,1.8,10000,Paid,11.99,Everyone,Medical,27-06-18,3.0.5,4.4,119900,EMT Review Plus,0
Registered Dietitian Pocket Prep,MEDICAL,4.3,283,12,5000,Free,0,Everyone,Medical,12-07-18,4.5.3,4.4,0,Registered Dietitian Pocket Prep,0
Paramedic Pocket Prep,MEDICAL,4.3,460,13,10000,Free,0,Everyone,Medical,12-07-18,4.5.2,4.4,0,Paramedic Pocket Prep,0
Pedi STAT,MEDICAL,4.6,129,2.9,10000,Paid,5.49,Everyone,Medical,06-04-18,3.0.1.0,4.1,54900,Pedi STAT,0
AnatomyMapp,MEDICAL,4.1,80,48,5000,Paid,14.99,Everyone,Medical,05-11-13,1,3,74950,AnatomyMapp,0
Diabetes & Diet Tracker,MEDICAL,4.6,395,19,1000,Paid,9.99,Everyone,Medical,16-07-18,6.5.1,5,9990,Diabetes & Diet Tracker,0
A Manual of Acupuncture,MEDICAL,3.5,214,68,1000,Paid,33.99,Everyone,Medical,02-10-17,2.1.35,4,33990,A Manual of Acupuncture,0
5 Minute Veterinary Consult: Canine & Feline,MEDICAL,2.3,17,6.8,1000,Free,0,Everyone,Medical,29-03-18,2.6,4.2,0,5 Minute Veterinary Consult: Canine & Feline,0
Wide address pocket prep,MEDICAL,4.5,513,12,5000,Free,0,Everyone,Medical,11-07-18,4.5.2,4.4,0,Wide address pocket prep,0.4
Nursing Central,MEDICAL,4.3,168,5.8,10000,Free,0,Everyone,Medical,29-01-18,2.7.38,4.1,0,Nursing Central,0.25
PTA Content Master,MEDICAL,4.2,64,41,1000,Paid,29.99,Everyone,Medical,22-12-15,2.1,2.2,29990,PTA Content Master,0
"Muscle Premium - Human Anatomy, Kinesiology, Bones",MEDICAL,4.2,168,25,10000,Paid,24.99,Everyone,Medical,11-08-17,7.1.17,4.4,249900,"Muscle Premium - Human Anatomy, Kinesiology, Bones",0.1
Tinnitus Alleviator,MEDICAL,3.1,82,42,5000,Free,0,Everyone,Medical,23-12-17,1.6.17,4.1,0,Tinnitus Alleviator,0
"Cardiac diagnosis (heart rate, arrhythmia)",MEDICAL,4.4,8,6.5,100,Paid,12.99,Everyone,Medical,25-07-18,7,3,1299,"Cardiac diagnosis (heart rate, arrhythmia)",0
PMHNP-BC Pocket Prep,MEDICAL,4.4,112,13,1000,Free,0,Everyone,Medical,12-07-18,4.5.2,4.4,0,PMHNP-BC Pocket Prep,0
Dialysis of Drugs,MEDICAL,2.9,92,1.5,10000,Free,0,Everyone,Medical,15-06-18,3.1-2018 – (13),4,0,Dialysis of Drugs,0
abeoCoder,MEDICAL,3.1,83,3.2,10000,Free,0,Everyone,Medical,30-07-18,6.6,4.1,0,abeoCoder,0
Saunders Comprehensive Review NCLEX-PN Examination,MEDICAL,3.7,3,7.7,5000,Free,0,Everyone,Medical,16-07-18,2.7.6,5,0,Saunders Comprehensive Review NCLEX-PN Examination,0
LTC AS Legal,MEDICAL,4,6,1.3,100,Paid,39.99,Everyone,Medical,04-04-18,3.0.1,4.1,3999,LTC AS Legal,0.2
Lippincott Nursing Advisor,MEDICAL,3.8,343,26,50000,Free,0,Everyone,Medical,01-05-18,3.3.1,4.1,0,Lippincott Nursing Advisor,0
Medical ID - In Case of Emergency (ICE),MEDICAL,4.6,717,5.4,5000,Paid,5.99,Everyone,Medical,31-05-18,6.5.0,5,29950,Medical ID - In Case of Emergency (ICE),0
Official NBSTSA CSFA Exam Prep,MEDICAL,4.4,137,11,1000,Free,0,Everyone,Medical,17-05-18,4.5.1,4.4,0,Official NBSTSA CSFA Exam Prep,0
IBM Micromedex Drug Info,MEDICAL,3.8,206,9.5,10000,Paid,2.99,Everyone,Medical,25-04-18,1.17.0,4,29900,IBM Micromedex Drug Info,0
Hospitalist Handbook,MEDICAL,4.8,12,18,1000,Paid,19.99,Everyone,Medical,05-06-17,6.0.4,4.1,19990,Hospitalist Handbook,0
JH Blood Pressure Monitor,MEDICAL,3.7,9,2.9,500,Free,0,Everyone,Medical,21-07-18,1.1,4,0,JH Blood Pressure Monitor,0
Sway Medical,MEDICAL,5,3,22,100,Free,0,Everyone,Medical,25-07-18,3.0.0,5,0,Sway Medical,0
Exposure Ed,MEDICAL,3,2,16,500,Free,0,Everyone,Medical,17-07-18,1.2.9,4.4,0,Exposure Ed,0
Nucleus Smart,MEDICAL,3.7,20,19,1000,Free,0,Everyone,Medical,27-06-18,1.830.0.564-(e405bb2),5,0,Nucleus Smart,0.642857143
